50,52,51,93,452,133,28
45,65,18,144,410,53,26
9,62,36,184,450,158,25
25,68,71,118,243,50,46
40,99,31,142,392,182,37
9,93,55,135,348,154,49
26,79,73,194,370,89,31
17,69,46,162,447,178,26
16,67,33,82,357,127,44
45,64,28,119,390,135,26
9,99,39,197,212,123,9
44,59,37,179,224,174,28
45,88,2,82,444,2,9
19,85,7,189,230,165,25
28,86,73,92,285,26,36
43,83,68,75,495,41,45
41,55,46,144,365,1,44
16,97,11,106,263,130,1
11,75,28,195,307,199,25
24,62,48,100,242,78,11
4,92,15,129,486,72,4
36,80,10,192,422,190,50
22,70,25,110,443,2,16
12,53,18,106,289,29,40
20,81,33,80,367,140,39
41,64,43,181,267,188,0
19,86,33,147,330,102,0
5,58,63,150,405,91,28
42,86,29,120,204,146,26
6,60,58,192,289,12,8
43,93,40,161,406,140,47
47,97,8,99,462,55,17
33,55,36,170,394,156,6
43,57,42,121,294,75,29
22,100,8,118,208,32,36
18,58,48,155,413,57,13
19,76,47,157,367,97,8
19,66,61,187,403,170,39
24,83,58,98,327,37,17
12,73,54,133,361,132,1
26,99,6,194,238,78,36
1,71,31,112,459,174,31
12,83,58,92,228,151,28
17,69,32,186,216,61,8
17,88,59,118,388,120,31
45,94,71,180,303,11,33
40,51,18,97,272,64,3
0,84,70,155,285,9,17
1,93,26,82,221,163,10
50,81,10,197,334,22,30
17,79,2,145,424,54,17
10,94,13,106,442,200,1
25,100,9,131,405,3,7
14,61,21,175,295,21,16
11,61,10,141,314,83,29
41,61,69,150,338,68,16
10,77,15,76,294,45,37
39,95,8,79,311,39,40
50,86,68,152,387,138,10
24,89,45,80,208,128,43
48,100,50,164,266,67,20
35,78,4,170,368,79,38
33,62,20,116,247,82,44
15,93,37,127,389,115,6
35,100,22,112,439,181,3
17,62,45,148,213,137,39
23,78,54,112,317,37,8
39,52,18,110,477,35,27
42,68,22,189,435,38,50
35,89,18,119,480,189,47
15,98,19,156,448,30,33
16,61,39,81,441,132,49
34,88,21,118,404,89,7
3,64,45,195,449,137,22
44,99,61,143,320,65,15
45,93,41,79,411,160,28
25,86,16,104,298,167,16
8,74,9,91,500,64,4
6,77,8,121,461,189,3
10,58,20,129,291,186,17
26,82,15,137,368,81,5
45,72,27,129,457,79,20
10,52,49,184,375,44,37
14,79,74,106,474,47,32
13,57,8,145,396,161,24
46,63,40,176,290,30,40
26,90,67,168,408,188,37
8,73,59,196,482,64,30
13,88,59,86,474,112,22
38,60,33,87,409,150,39
42,84,26,172,485,6,19
26,50,69,101,305,189,46
21,68,61,187,339,129,14
13,76,9,123,326,150,27
13,61,57,148,391,13,28
46,72,28,163,223,120,8
25,73,50,84,320,86,24
14,98,28,191,319,136,16
40,100,65,192,487,165,8
49,78,43,182,341,39,33
28,61,16,95,399,32,44
6,91,47,101,314,195,9
37,72,61,136,330,28,28
17,88,18,105,256,41,18
33,81,69,180,237,196,29
39,51,70,191,397,196,39
43,77,61,198,403,69,20
30,76,32,186,237,145,14
13,55,27,142,408,2,50
12,77,39,146,430,196,27
43,53,38,99,356,119,29
10,73,21,183,268,123,23
12,80,24,176,495,0,47
46,57,18,81,408,90,18
37,60,72,146,295,90,37
10,78,67,151,316,89,17
38,77,36,194,412,60,16
26,94,32,83,291,176,13
25,76,4,198,387,177,47
48,73,51,125,473,161,5
42,74,55,120,463,79,39
41,81,49,110,222,66,48
12,90,74,82,423,117,20
31,89,41,88,322,165,12
24,64,68,195,372,111,8
26,73,2,161,368,104,30
46,60,44,135,261,105,0
25,60,40,155,396,172,50
42,80,37,115,372,24,32
38,75,42,75,220,8,9
27,89,74,199,326,200,10
31,57,66,186,491,115,1
42,57,18,97,328,115,26
50,74,65,91,265,121,31
2,97,67,115,484,159,7
20,63,3,87,239,134,47
25,74,4,195,259,2,35
19,74,58,188,459,82,40
48,82,1,149,416,137,2
19,85,51,196,408,200,4
2,58,28,77,340,195,17
40,92,43,160,233,60,24
17,57,59,111,451,64,20
16,54,32,131,278,181,47
14,77,8,101,319,48,6
35,94,46,183,459,147,30
16,64,57,83,325,60,43
13,88,72,78,362,120,1
5,78,60,120,348,35,27
30,78,6,186,398,11,18
48,74,9,106,464,133,24
27,76,26,178,452,69,39
23,59,22,93,424,8,33
43,97,71,86,431,119,8
29,54,42,122,362,13,43
34,94,25,166,313,110,25
8,84,14,130,261,98,39
38,90,15,138,477,199,8
23,60,19,97,443,60,50
20,79,14,106,305,119,28
1,85,70,111,272,133,16
37,97,47,104,476,191,6
47,72,44,94,403,86,20
49,83,35,92,400,28,35
45,81,59,91,454,115,1
30,68,63,113,390,16,35
18,80,6,106,472,127,1
0,51,17,189,310,4,37
20,95,60,78,499,80,44
8,87,33,164,227,157,50
16,87,18,181,327,93,39
28,79,56,184,320,48,28
38,50,15,183,472,78,47
18,70,17,99,309,10,4
43,52,43,129,482,174,39
40,56,19,169,314,123,44
19,56,46,130,477,137,22
35,70,63,167,355,61,22
16,59,32,102,420,6,4
27,72,60,148,321,3,44
19,88,58,131,457,178,27
40,83,14,119,357,86,17
11,53,28,183,442,130,4
1,81,36,166,276,91,40
17,69,65,81,297,3,32
48,62,67,120,467,105,3
20,95,21,107,403,61,35
45,80,54,87,280,89,20
35,67,51,94,353,25,36
27,91,58,75,315,139,18
7,82,9,121,337,23,8
13,84,62,144,422,115,26
3,79,66,129,337,57,21
14,76,66,186,307,86,32
45,77,68,126,468,50,37
19,61,31,135,306,18,27
32,89,52,151,473,34,31
14,61,15,94,263,96,25
37,70,49,173,234,38,44
16,87,13,140,433,158,19
11,70,53,82,257,158,20
38,73,68,198,455,151,3
26,74,58,135,332,80,9
44,69,39,183,299,12,10
7,82,49,153,492,33,32
45,90,62,79,478,12,31
20,50,14,116,470,171,44
37,62,26,149,334,36,12
28,56,19,81,354,180,34
3,51,65,152,307,171,30
10,71,30,119,486,37,28
29,74,62,146,264,67,20
43,94,48,132,268,97,22
10,77,68,84,461,136,19
24,85,40,189,296,109,37
50,87,73,181,270,90,17
29,88,18,141,315,118,35
33,73,52,161,204,171,19
11,58,8,145,416,84,14
20,75,23,134,474,17,17
48,77,56,158,496,12,38
6,95,67,193,228,93,30
22,91,36,170,343,4,29
30,55,1,140,369,158,14
42,71,70,192,302,99,46
39,65,65,149,365,59,42
5,54,57,81,430,47,9
4,95,42,168,460,140,6
35,68,46,156,204,17,45
38,78,14,103,355,142,39
28,58,35,161,321,142,43
35,69,35,187,253,96,7
24,70,13,169,433,65,50
7,60,27,190,215,54,4
9,55,7,96,362,173,32
3,98,70,100,419,72,4
32,76,46,157,364,186,11
44,83,66,149,343,112,16
23,99,68,127,398,127,6
23,59,15,113,377,67,14
11,52,47,105,414,25,34
28,54,15,98,402,113,4
47,89,0,99,208,124,4
5,51,25,125,306,21,26
23,60,36,192,247,93,41
34,85,39,101,211,40,8
31,65,32,158,201,39,40
27,89,34,172,482,59,43
24,97,21,117,208,110,27
37,53,71,144,262,51,38
10,53,57,198,413,79,25
22,80,39,112,451,179,4
30,50,8,133,357,65,2
24,76,14,130,237,8,6
19,59,40,84,499,121,35
19,68,45,196,359,150,10
16,70,72,183,217,101,0
43,100,74,128,334,40,26
18,97,37,122,384,98,49
11,62,49,141,213,29,30
28,79,75,199,250,37,13
24,90,26,198,371,23,29
38,79,38,168,421,169,9
47,73,19,195,327,45,2
45,86,65,104,387,175,40
14,95,46,95,231,154,39
25,96,14,82,272,166,14
35,87,2,125,344,129,24
4,83,68,101,317,136,34
2,93,33,132,287,192,14
20,77,57,78,223,19,17
22,59,4,160,264,39,6
17,81,55,145,365,72,47
35,80,7,197,233,74,5
25,99,73,158,241,77,39
14,85,6,175,275,86,41
19,80,35,126,486,6,17
12,66,58,194,312,44,9
32,70,37,96,351,60,37
30,97,20,92,208,113,31
28,81,23,133,248,60,33
16,91,4,119,389,171,48
18,54,24,97,322,39,11
30,55,26,189,413,192,31
14,100,17,141,432,173,4
10,93,44,105,340,26,17
10,85,56,93,310,82,37
3,54,34,137,487,177,36
17,87,3,195,263,50,41
40,100,60,185,239,14,50
35,79,56,183,391,135,14
11,81,8,178,291,76,19
33,88,37,133,257,93,45
14,78,4,122,369,70,3
3,70,21,150,440,72,9
10,86,36,199,329,114,38
49,54,57,185,485,154,46
44,81,23,173,305,157,28
37,77,41,163,432,110,22
43,94,1,111,268,68,13
42,88,59,127,368,108,46
5,79,19,81,413,115,42
42,65,10,87,386,155,22
13,74,64,138,464,133,39
6,77,18,81,473,13,29
4,91,46,194,224,130,33
24,69,14,109,258,49,32
0,66,18,103,305,117,46
0,81,66,140,452,57,31
38,59,26,75,487,15,33
16,74,34,147,466,170,36
46,62,5,135,384,107,5
22,55,57,127,367,120,30
4,77,63,92,236,170,6
13,85,66,156,354,180,41
34,60,68,79,334,22,2
30,58,13,194,292,21,13
46,64,32,117,290,140,28
3,59,2,92,257,40,41
50,50,41,193,322,50,10
22,81,40,120,235,172,16
39,87,65,126,262,110,27
43,69,47,97,478,175,23
12,60,75,87,254,121,43
0,65,12,130,446,144,8
23,80,13,145,396,134,18
6,83,53,116,202,149,49
46,93,31,186,458,12,28
4,51,26,148,246,94,22
43,100,0,156,485,136,18
2,83,47,176,290,49,34
24,74,61,193,215,123,39
13,83,67,77,380,192,23
13,74,68,122,428,79,6
37,98,26,142,440,99,19
6,72,60,199,353,80,48
7,92,54,199,203,29,13
10,75,42,111,435,36,34
50,67,9,102,289,108,4
38,97,26,113,205,150,10
14,58,34,160,214,165,28
36,88,64,116,259,142,39
3,82,63,197,440,133,34
35,51,69,169,356,48,38
23,71,16,142,266,55,16
8,96,18,191,485,191,11
14,53,64,132,468,28,26
12,75,46,190,416,56,27
41,94,52,113,322,142,16
19,84,40,105,392,60,20
32,91,44,142,246,166,22
37,77,45,195,383,151,39
28,100,74,100,398,153,24
34,52,75,152,236,58,28
29,56,44,166,321,127,4
8,86,5,163,434,150,30
22,85,60,139,400,96,22
4,56,36,145,328,28,46
12,81,8,187,495,163,13
28,51,54,185,389,159,33
17,82,59,79,390,183,10
15,77,44,143,213,113,21
30,52,66,167,217,93,34
43,83,17,95,379,91,33
25,51,59,179,277,130,1
35,95,36,85,447,140,25
44,97,17,181,254,53,37
15,100,26,127,458,26,10
35,74,43,97,443,30,48
31,93,59,162,378,152,2
18,72,10,147,389,60,13
19,65,6,87,381,97,13
4,85,5,154,225,63,23
26,75,26,112,405,179,22
36,66,53,142,307,168,16
42,73,67,111,340,151,34
49,98,8,119,494,58,42
24,52,26,180,291,15,7
46,64,74,150,379,42,21
22,61,25,172,315,165,31
42,56,67,125,474,127,9
49,97,15,199,473,51,36
40,64,54,183,245,87,33
17,90,60,177,316,85,10
1,59,18,113,301,137,30
14,67,50,129,207,135,29
3,75,41,175,208,13,25
31,53,0,147,490,127,37
25,90,32,147,419,91,18
35,53,49,79,374,97,24
40,67,37,199,424,106,10
42,71,20,175,352,15,27
31,73,36,118,288,50,1
19,97,40,195,268,119,18
42,69,6,143,438,19,34
5,95,47,167,489,139,32
5,66,45,133,281,75,30
5,81,22,199,235,123,34
28,97,53,131,237,53,46
6,65,48,81,403,17,36
48,52,72,166,439,17,13
39,58,52,188,257,66,1
22,66,11,107,363,68,2
3,53,7,194,248,192,11
22,74,51,150,300,38,7
3,94,67,80,419,184,42
1,57,23,168,383,82,14
12,96,10,80,277,173,37
40,63,61,97,310,138,40
3,54,37,83,216,4,44
17,67,51,150,375,126,48
45,88,7,144,308,9,45
28,85,44,140,491,77,19
44,97,25,181,376,24,45
15,77,66,127,400,52,39
45,60,69,161,260,57,25
48,66,33,121,398,134,10
17,91,61,125,378,111,35
13,73,26,130,413,72,24
42,98,31,86,450,7,30
40,88,36,165,423,111,10
38,68,33,95,405,46,45
6,51,22,122,384,150,50
36,53,42,95,442,169,31
17,54,49,78,247,91,14
29,68,51,90,417,132,3
24,89,18,187,296,30,33
15,55,10,159,236,170,15
14,91,56,177,449,168,47
28,73,75,162,249,53,20
42,71,70,87,282,12,6
25,79,12,184,228,132,7
17,65,35,155,378,40,34
50,95,75,150,496,130,30
50,64,58,111,218,197,19
26,97,71,141,275,65,34
15,66,63,155,276,157,16
3,92,18,89,465,86,43
18,79,42,135,395,102,8
10,97,0,173,412,82,1
27,51,7,154,313,144,30
17,64,10,112,370,146,29
13,50,30,186,218,75,0
50,53,4,80,245,148,11
43,93,17,136,320,198,50
16,57,24,85,324,58,38
14,61,1,152,355,155,2
14,77,12,194,363,9,19
7,90,49,158,332,82,18
42,53,54,159,291,25,27
4,66,26,99,281,95,8
44,96,4,109,461,159,26
33,61,75,184,473,63,28
18,70,64,88,365,41,4
21,63,28,112,468,45,40
31,81,56,136,265,25,10
25,75,36,123,409,25,20
39,56,38,133,317,80,36
31,82,0,187,257,14,28
7,90,8,120,281,74,19
15,65,61,152,419,22,42
26,88,36,178,412,5,10
41,77,42,78,318,180,49
39,89,34,119,464,131,11
29,57,7,114,418,24,5
15,74,74,150,370,47,32
8,76,73,78,351,164,26
48,93,24,192,387,67,48
49,65,5,141,460,58,15
25,84,41,97,212,127,30
19,98,32,114,363,93,16
35,51,59,155,320,115,49
26,72,3,77,443,76,10
34,81,37,184,239,126,24
23,54,25,90,327,128,19
49,60,27,179,391,150,25
31,53,33,151,456,108,36
34,82,27,98,281,142,42
40,83,5,178,410,85,45
26,50,27,160,400,86,26
22,63,9,137,500,153,18
14,86,27,96,403,17,24
27,83,33,97,423,133,23
6,67,14,143,237,91,30
37,52,50,91,463,60,32
50,100,15,92,227,160,34
15,57,1,98,261,178,11
31,66,46,153,447,13,34
28,59,30,105,288,108,26
46,98,34,147,469,166,28
27,87,72,100,296,71,35
1,64,15,108,382,117,26
28,93,13,81,395,4,20
45,60,18,128,323,37,31
32,87,49,162,313,32,18
23,98,60,178,459,116,7
35,83,61,181,472,83,10
11,100,22,161,396,117,17
42,80,19,87,355,47,35
15,80,31,130,430,60,15
45,72,36,153,277,50,14
3,93,9,139,258,162,7
26,72,20,78,364,152,7
44,98,34,106,403,114,24
3,94,6,194,271,57,39
23,83,45,116,364,183,44
4,95,2,191,218,24,2
22,86,71,113,268,160,28
21,58,56,137,435,170,39
9,74,48,96,373,26,12
41,80,2,138,411,113,19
40,64,8,146,361,168,34
49,83,10,159,462,182,24
16,77,35,143,359,57,44
48,57,27,112,211,112,35
29,67,22,101,483,200,1
49,94,1,104,313,84,30
26,62,13,117,346,79,37
39,59,23,184,208,119,14
49,81,8,94,291,5,11
24,90,55,100,263,41,7
26,95,10,199,257,94,36
40,54,23,78,336,35,27
11,53,52,94,237,135,49
35,93,11,150,248,66,24
3,87,66,195,404,150,32
27,59,20,148,392,198,9
11,63,0,168,221,40,37
47,70,59,109,307,36,26
30,62,40,101,397,60,26
40,100,34,193,477,172,14
46,84,66,88,408,115,5
26,92,1,100,430,117,40
39,56,57,113,361,76,16
48,91,21,100,429,67,21
7,78,18,87,366,72,10
27,69,20,173,230,180,44
36,59,57,118,429,15,45
7,50,23,192,351,124,48
21,62,51,98,423,108,47
11,55,6,106,490,86,2
33,85,34,109,361,49,27
1,59,71,76,324,132,28
3,72,16,127,485,18,6
45,88,55,83,348,82,11
0,53,74,153,236,151,5
49,80,23,95,219,130,49
44,87,38,76,281,170,49
0,65,29,155,473,63,13
15,87,58,153,262,100,8
14,55,62,105,204,61,38
27,99,42,137,494,140,26
45,52,24,93,208,43,50
29,90,62,91,435,174,22
35,99,54,160,437,12,24
40,50,75,197,385,118,15
25,64,0,89,297,153,47
4,93,24,188,286,134,11
20,90,42,112,477,195,42
1,96,15,196,494,103,10
46,79,66,113,321,84,41
10,71,16,193,220,174,39
12,57,71,178,345,15,9
32,50,47,199,319,97,12
27,76,18,181,383,199,39
41,95,10,118,279,60,6
49,74,20,81,216,133,20
17,57,31,89,448,92,6
45,88,33,152,422,180,39
3,62,38,149,338,50,19
38,61,24,115,277,137,2
42,54,8,115,222,157,10
40,92,8,183,348,62,8
28,62,33,163,377,6,21
37,89,42,144,483,47,35
50,69,74,195,393,56,39
27,54,23,93,410,183,44
43,74,69,93,251,157,50
20,64,0,180,449,144,0
8,80,42,77,274,166,12
42,82,72,195,382,136,19
30,63,56,100,469,67,30
9,67,59,145,494,182,31
10,95,3,99,492,151,11
27,59,31,200,220,82,5
42,95,54,87,290,8,30
42,64,34,119,398,45,26
35,81,16,153,427,144,31
17,77,37,91,466,160,9
17,51,27,192,227,113,46
6,80,24,120,393,97,7
1,67,62,90,243,100,22
50,81,5,90,389,76,2
39,50,45,153,388,63,30
13,64,26,75,283,28,4
19,67,55,75,248,45,40
46,51,54,160,421,67,33
28,80,56,108,323,151,46
20,75,52,174,372,99,47
1,57,6,187,440,108,17
47,76,50,185,330,82,30
31,53,48,162,447,49,37
29,70,22,144,217,151,30
12,54,39,100,444,96,40
42,80,39,187,374,139,50
39,60,50,139,232,26,2
33,92,10,196,386,167,8
26,58,44,197,286,128,0
10,54,3,139,209,172,36
12,55,32,164,415,153,24
5,57,56,160,212,156,35
27,67,50,75,314,152,43
15,73,67,144,358,29,23
33,91,36,94,402,160,4
23,67,44,182,201,145,19
1,60,64,77,488,184,16
28,99,31,200,398,29,33
9,71,22,130,418,106,48
36,67,0,108,456,80,6
15,99,34,199,366,72,34
26,56,36,171,407,130,44
49,91,54,164,484,86,20
49,53,51,180,411,124,24
5,56,47,118,348,128,17
34,88,58,133,251,61,25
2,63,12,130,238,130,19
5,72,46,195,221,20,7
27,62,48,158,469,81,22
7,68,29,95,250,62,1
48,98,42,144,470,59,18
4,100,31,183,373,8,50
28,85,49,139,305,19,3
46,51,30,170,371,36,48
0,84,8,94,401,40,2
13,83,49,188,452,97,33
31,65,55,200,463,170,47
45,93,24,111,329,4,37
37,70,51,185,253,124,46
27,71,50,114,427,101,47
5,77,44,122,450,151,5
16,88,58,134,201,23,24
10,79,33,170,383,141,23
22,57,27,126,374,185,2
1,63,36,81,271,142,48
15,52,19,117,500,130,10
6,50,27,82,215,169,48
34,60,18,160,378,52,30
21,56,54,192,254,26,32
25,51,19,148,467,44,12
27,71,27,167,447,46,31
8,71,0,126,323,146,4
10,67,2,146,364,59,30
48,82,2,138,276,164,25
50,60,34,98,300,180,43
47,52,33,183,420,29,11
4,84,68,78,307,47,20
1,68,49,130,241,27,21
14,84,5,151,381,78,44
27,98,14,169,443,113,1
45,73,47,120,419,53,45
44,73,72,102,301,8,36
34,70,6,159,372,131,2
23,67,21,161,457,105,23
40,64,22,165,404,182,30
44,95,19,83,393,146,34
35,60,25,127,211,184,2
6,98,65,135,218,89,47
38,70,12,187,468,50,27
32,76,57,149,264,86,50
6,53,18,146,489,125,41
8,79,33,174,227,127,4
24,86,4,140,353,52,1
42,77,61,131,480,186,31
24,50,44,159,477,23,27
49,53,53,167,329,174,38
18,60,31,169,338,156,41
35,55,26,109,461,94,4
0,89,60,151,209,60,26
44,97,7,106,404,117,3
38,93,42,170,473,87,46
7,67,32,90,445,29,0
23,61,45,87,465,143,47
21,54,50,197,411,54,15
5,72,44,140,485,44,11
19,86,3,183,462,110,47
18,55,9,152,353,63,42
42,81,26,182,462,136,49
20,68,32,183,200,149,12
41,70,72,177,487,164,0
14,73,29,135,473,173,25
9,72,71,79,343,112,29
22,93,44,119,253,79,27
32,79,50,130,421,121,21
13,82,51,191,202,85,44
33,75,71,108,374,102,28
0,73,44,169,270,113,10
2,68,17,103,342,153,22
16,56,51,159,438,198,37
23,87,61,95,269,200,2
6,59,48,79,371,100,46
26,72,35,107,428,74,30
33,96,33,145,359,151,22
47,74,51,106,334,140,38
39,71,66,77,464,179,1
48,94,74,137,319,147,8
26,99,42,82,349,86,9
32,87,58,86,417,144,3
50,81,62,93,347,40,20
4,88,15,119,239,131,5
3,62,75,163,345,47,50
31,71,63,162,370,28,13
0,62,67,86,384,69,12
14,57,58,75,424,30,46
27,61,2,138,408,3,18
43,80,5,142,283,110,30
47,70,4,186,427,175,42
45,56,41,86,220,146,2
10,84,55,162,291,19,20
10,81,68,109,244,141,31
15,52,33,186,223,29,35
27,99,74,125,356,182,22
10,77,69,75,263,49,26
10,94,42,153,334,25,10
38,66,6,86,490,74,4
39,81,38,176,220,144,42
40,58,58,179,455,192,44
17,95,42,120,395,178,35
20,68,19,104,249,161,5
48,63,11,175,378,107,0
31,59,19,130,232,107,13
49,57,72,173,449,152,39
39,93,64,92,400,13,26
43,75,49,132,465,123,27
20,57,6,171,415,145,11
49,82,44,148,381,148,5
13,96,0,85,218,128,19
33,55,24,190,495,133,8
33,50,34,168,319,35,17
29,71,53,78,496,145,38
7,72,48,106,490,90,32
4,78,67,159,377,125,32
45,58,48,175,416,48,7
49,77,38,103,470,68,42
38,91,9,108,350,91,33
1,88,56,193,434,163,23
27,97,10,145,369,38,2
33,71,73,188,400,150,15
12,87,71,132,200,76,24
41,66,49,151,206,170,38
27,66,66,167,357,28,34
31,52,27,149,340,79,49
18,93,15,147,403,2,4
1,99,11,133,486,192,24
35,56,21,133,474,105,37
7,53,57,129,273,199,28
27,86,56,85,387,98,10
14,66,59,82,485,143,1
0,60,3,105,415,32,2
13,87,31,100,207,172,41
17,87,52,196,324,178,16
31,84,27,125,227,186,29
35,64,25,131,464,180,21
50,85,28,117,299,181,34
41,76,35,180,472,177,14
6,59,30,143,316,157,43
48,55,20,164,471,130,19
43,83,71,88,403,132,26
8,76,66,88,410,200,47
9,70,11,176,320,61,40
32,53,51,163,408,124,45
10,67,30,198,343,155,13
28,96,64,162,315,90,35
22,82,16,133,445,5,31
33,87,72,106,387,102,14
43,74,61,84,359,39,35
33,83,32,103,394,154,35
5,62,74,173,270,146,20
7,64,34,199,295,9,12
39,100,47,193,391,1,14
40,58,0,85,356,195,38
7,72,52,148,442,93,20
0,66,11,140,301,182,21
0,61,67,190,491,177,27
44,50,60,182,487,113,35
10,63,57,94,338,25,41
29,97,32,157,259,23,8
50,97,6,131,424,178,15
41,61,59,88,419,188,44
22,52,29,158,222,32,7
17,50,7,119,382,157,24
49,57,55,188,372,168,39
34,91,64,145,497,95,6
7,94,26,85,485,18,49
6,52,44,154,272,83,22
1,92,67,123,381,21,40
10,73,64,99,253,136,17
33,53,20,137,207,20,40
17,100,72,77,247,188,13
1,95,66,156,238,199,37
17,87,73,119,402,24,34
46,89,37,101,287,187,10
42,87,15,178,255,148,47
7,95,63,89,408,28,13
30,75,29,156,468,153,32
33,82,69,97,379,139,9
34,72,58,118,265,97,3
40,76,17,182,234,89,37
50,86,3,189,427,42,28
36,96,44,104,375,70,8
18,54,60,150,321,197,16
39,54,74,97,496,82,8
47,55,9,135,260,105,11
3,100,54,145,485,168,26
36,93,70,116,222,172,37
45,55,62,102,445,152,21
32,92,3,103,337,182,12
21,58,63,85,200,177,20
48,91,16,135,242,81,6
50,90,6,180,217,160,8
16,67,2,154,327,120,1
28,73,39,151,430,93,20
9,99,46,181,472,76,5
21,62,52,164,336,164,5
10,92,19,138,433,191,46
7,63,3,148,417,17,22
40,64,64,199,258,90,47
4,94,42,149,214,98,11
10,60,12,178,225,92,22
18,55,35,121,490,190,21
3,54,39,130,293,114,14
29,66,18,192,322,8,25
30,77,66,84,256,185,17
40,75,41,152,351,35,24
41,87,20,198,272,150,15
15,92,31,157,353,190,46
0,99,49,135,372,88,18
21,86,35,78,488,26,43
42,79,29,98,225,152,30
5,79,49,147,374,191,32
35,86,8,189,332,116,41
2,83,11,136,465,92,2
48,93,54,139,362,142,40
21,96,29,168,257,164,18
21,89,18,102,301,149,28
17,77,16,108,437,21,27
49,72,62,100,266,46,25
7,60,70,140,258,24,27
12,89,31,113,500,10,43
23,98,48,109,265,189,9
4,82,26,92,251,24,1
8,56,69,106,403,140,14
48,56,17,128,319,34,41
9,82,30,116,476,147,2
2,56,62,126,431,1,39
13,84,27,186,217,138,46
16,84,69,162,300,75,40
46,64,51,200,292,73,16
44,69,61,150,203,48,45
1,74,27,83,343,24,22
35,83,33,144,492,39,0
34,83,11,154,308,29,6
22,69,13,199,437,196,30
36,68,45,134,287,26,21
26,89,27,128,219,61,50
34,79,64,196,254,63,18
2,71,67,193,331,155,39
2,56,51,99,352,13,49
7,100,49,140,381,36,44
46,51,34,107,264,156,11
23,82,16,81,250,72,41
44,85,34,174,328,184,47
49,51,43,125,237,189,50
9,61,50,111,360,101,38
21,75,19,92,248,148,19
4,77,26,171,457,190,0
9,82,1,85,404,188,19
39,64,14,154,259,64,15
41,56,20,180,381,25,45
20,95,74,148,495,98,50
9,87,65,149,358,149,30
39,79,50,89,319,178,25
30,56,61,123,435,184,15
35,67,34,180,343,56,29
17,55,35,145,438,53,46
18,59,4,195,325,78,8
1,100,56,198,459,81,42
43,98,39,152,483,46,49
42,97,70,182,341,89,10
22,80,42,109,480,125,23
10,64,58,186,300,82,32
26,80,25,177,206,53,28
46,90,30,145,493,55,2
24,68,43,125,348,103,43
21,98,4,131,203,108,38
17,98,3,79,377,120,14
29,74,12,169,272,153,35
35,73,68,148,369,1,47
46,61,22,108,346,37,25
33,71,21,191,311,68,34
6,99,10,189,257,79,37
32,77,2,152,292,125,32
21,98,41,135,223,48,43
26,70,34,176,278,54,21
44,87,35,155,410,146,46
26,52,56,89,356,98,37
3,75,36,185,387,142,36
18,57,24,122,217,78,25
45,85,46,112,451,32,3
39,58,7,194,462,129,22
8,82,36,195,441,78,11
44,82,58,83,488,1,33
