
38308.0,47,89,73,190,445,95,41
49364.0,34,92,35,193,416,108,4
39751.0,21,74,58,80,276,163,42
-18793.0,35,51,16,95,356,44,39
55670.0,38,80,67,79,261,73,12
-17141.0,27,83,14,196,263,52,14
40209.0,18,82,41,138,438,26,6
-16624.0,31,68,23,105,383,127,4
42702.0,6,84,42,169,284,135,10
-15919.0,11,98,3,144,314,99,32
40965.0,28,55,56,92,460,169,14
32191.0,44,72,62,162,286,132,50
-5240.0,48,77,28,164,324,125,26
-13926.0,23,70,21,143,367,156,31
-18446.0,0,83,17,182,255,45,39
36825.0,49,75,64,188,248,109,7
33230.0,27,59,61,136,263,171,47
33625.0,15,96,41,139,252,44,39
46806.0,39,66,37,141,481,175,21
-23249.0,44,63,4,191,373,26,0
52511.0,22,81,48,155,297,132,48
40297.0,3,92,61,168,238,101,17
-25572.0,34,57,11,129,362,105,47
37846.0,43,97,62,145,492,132,35
-17429.0,12,80,20,135,471,98,8
30230.0,0,94,64,125,445,154,35
-16373.0,37,90,22,183,370,117,33
32568.0,27,86,35,130,385,59,0
37797.0,45,85,73,129,305,55,45
-16290.0,3,100,11,175,346,191,38
-16315.0,44,82,21,144,499,165,38
25007.0,33,60,66,83,500,63,6
47744.0,50,52,51,93,452,133,28
-20938.0,45,65,18,144,410,53,26
60965.0,9,62,36,184,450,158,25
33892.0,25,68,71,118,243,50,46
46847.0,40,99,31,142,392,182,37
34806.0,9,93,55,135,348,154,49
16788.0,26,79,73,194,370,89,31
40317.0,17,69,46,162,447,178,26
43476.0,16,67,33,82,357,127,44
-8012.0,45,64,28,119,390,135,26
45142.0,9,99,39,197,212,123,9
41103.0,44,59,37,179,224,174,28
-16715.0,45,88,2,82,444,2,9
-23363.0,19,85,7,189,230,165,25
35540.0,28,86,73,92,285,26,36
46633.0,43,83,68,75,495,41,45
53587.0,41,55,46,144,365,1,44
-22687.0,16,97,11,106,263,130,1
-7364.0,11,75,28,195,307,199,25
40198.0,24,62,48,100,242,78,11
-6262.0,4,92,15,129,486,72,4
-15514.0,36,80,10,192,422,190,50
-9919.0,22,70,25,110,443,2,16
-19769.0,12,53,18,106,289,29,40
35358.0,20,81,33,80,367,140,39
40857.0,41,64,43,181,267,188,0
37974.0,19,86,33,147,330,102,0
43046.0,5,58,63,150,405,91,28
-8219.0,42,86,29,120,204,146,26
52283.0,6,60,58,192,289,12,8
50675.0,43,93,40,161,406,140,47
-14118.0,47,97,8,99,462,55,17
35072.0,33,55,36,170,394,156,6
43632.0,43,57,42,121,294,75,29
-20861.0,22,100,8,118,208,32,36
48312.0,18,58,48,155,413,57,13
42413.0,19,76,47,157,367,97,8
41301.0,19,66,61,187,403,170,39
41775.0,24,83,58,98,327,37,17
40643.0,12,73,54,133,361,132,1
-21552.0,26,99,6,194,238,78,36
62923.0,1,71,31,112,459,174,31
45694.0,12,83,58,92,228,151,28
29714.0,17,69,32,186,216,61,8
43723.0,17,88,59,118,388,120,31
23396.0,45,94,71,180,303,11,33
-18600.0,40,51,18,97,272,64,3
34971.0,0,84,70,155,285,9,17
-878.0,1,93,26,82,221,163,10
-14594.0,50,81,10,197,334,22,30
-18686.0,17,79,2,145,424,54,17
-16952.0,10,94,13,106,442,200,1
-18071.0,25,100,9,131,405,3,7
-10140.0,14,61,21,175,295,21,16
-14807.0,11,61,10,141,314,83,29
46477.0,41,61,69,150,338,68,16
-7557.0,10,77,15,76,294,45,37
-22806.0,39,95,8,79,311,39,40
31264.0,50,86,68,152,387,138,10
55197.0,24,89,45,80,208,128,43
52449.0,48,100,50,164,266,67,20
-20466.0,35,78,4,170,368,79,38
-16098.0,33,62,20,116,247,82,44
51967.0,15,93,37,127,389,115,6
-16960.0,35,100,22,112,439,181,3
57126.0,17,62,45,148,213,137,39
39620.0,23,78,54,112,317,37,8
-19619.0,39,52,18,110,477,35,27
-16868.0,42,68,22,189,435,38,50
-18843.0,35,89,18,119,480,189,47
4331.0,15,98,19,156,448,30,33
36497.0,16,61,39,81,441,132,49
-22642.0,34,88,21,118,404,89,7
58758.0,3,64,45,195,449,137,22
30643.0,44,99,61,143,320,65,15
39880.0,45,93,41,79,411,160,28
-17416.0,25,86,16,104,298,167,16
-15471.0,8,74,9,91,500,64,4
-15644.0,6,77,8,121,461,189,3
-17042.0,10,58,20,129,291,186,17
-12704.0,26,82,15,137,368,81,5
-22909.0,45,72,27,129,457,79,20
50540.0,10,52,49,184,375,44,37
24571.0,14,79,74,106,474,47,32
-17247.0,13,57,8,145,396,161,24
50134.0,46,63,40,176,290,30,40
40021.0,26,90,67,168,408,188,37
39134.0,8,73,59,196,482,64,30
47991.0,13,88,59,86,474,112,22
51908.0,38,60,33,87,409,150,39
-23272.0,42,84,26,172,485,6,19
42596.0,26,50,69,101,305,189,46
30243.0,21,68,61,187,339,129,14
-17999.0,13,76,9,123,326,150,27
38610.0,13,61,57,148,391,13,28
-16734.0,46,72,28,163,223,120,8
47440.0,25,73,50,84,320,86,24
-6828.0,14,98,28,191,319,136,16
52957.0,40,100,65,192,487,165,8
53989.0,49,78,43,182,341,39,33
-21596.0,28,61,16,95,399,32,44
46078.0,6,91,47,101,314,195,9
51309.0,37,72,61,136,330,28,28
-21070.0,17,88,18,105,256,41,18
48400.0,33,81,69,180,237,196,29
25795.0,39,51,70,191,397,196,39
37853.0,43,77,61,198,403,69,20
28332.0,30,76,32,186,237,145,14
-8151.0,13,55,27,142,408,2,50
44230.0,12,77,39,146,430,196,27
47855.0,43,53,38,99,356,119,29
-17252.0,10,73,21,183,268,123,23
-11885.0,12,80,24,176,495,0,47
-21594.0,46,57,18,81,408,90,18
42408.0,37,60,72,146,295,90,37
29543.0,10,78,67,151,316,89,17
35412.0,38,77,36,194,412,60,16
33227.0,26,94,32,83,291,176,13
-15844.0,25,76,4,198,387,177,47
35912.0,48,73,51,125,473,161,5
42694.0,42,74,55,120,463,79,39
45722.0,41,81,49,110,222,66,48
47537.0,12,90,74,82,423,117,20
47882.0,31,89,41,88,322,165,12
49638.0,24,64,68,195,372,111,8
-18772.0,26,73,2,161,368,104,30
60266.0,46,60,44,135,261,105,0
53032.0,25,60,40,155,396,172,50
44373.0,42,80,37,115,372,24,32
52982.0,38,75,42,75,220,8,9
35321.0,27,89,74,199,326,200,10
21186.0,31,57,66,186,491,115,1
-20920.0,42,57,18,97,328,115,26
46342.0,50,74,65,91,265,121,31
28055.0,2,97,67,115,484,159,7
-19293.0,20,63,3,87,239,134,47
-8989.0,25,74,4,195,259,2,35
27962.0,19,74,58,188,459,82,40
-24981.0,48,82,1,149,416,137,2
45961.0,19,85,51,196,408,200,4
1313.0,2,58,28,77,340,195,17
47106.0,40,92,43,160,233,60,24
53486.0,17,57,59,111,451,64,20
27761.0,16,54,32,131,278,181,47
-15448.0,14,77,8,101,319,48,6
62325.0,35,94,46,183,459,147,30
38230.0,16,64,57,83,325,60,43
36153.0,13,88,72,78,362,120,1
52333.0,5,78,60,120,348,35,27
-13498.0,30,78,6,186,398,11,18
-24666.0,48,74,9,106,464,133,24
-10329.0,27,76,26,178,452,69,39
-17719.0,23,59,22,93,424,8,33
42055.0,43,97,71,86,431,119,8
43553.0,29,54,42,122,362,13,43
-19667.0,34,94,25,166,313,110,25
-21599.0,8,84,14,130,261,98,39
-17021.0,38,90,15,138,477,199,8
-17310.0,23,60,19,97,443,60,50
-22386.0,20,79,14,106,305,119,28
52920.0,1,85,70,111,272,133,16
48138.0,37,97,47,104,476,191,6
43677.0,47,72,44,94,403,86,20
35711.0,49,83,35,92,400,28,35
20541.0,45,81,59,91,454,115,1
42359.0,30,68,63,113,390,16,35
-14537.0,18,80,6,106,472,127,1
-15434.0,0,51,17,189,310,4,37
39934.0,20,95,60,78,499,80,44
48127.0,8,87,33,164,227,157,50
-8570.0,16,87,18,181,327,93,39
52787.0,28,79,56,184,320,48,28
-20448.0,38,50,15,183,472,78,47
-14610.0,18,70,17,99,309,10,4
42518.0,43,52,43,129,482,174,39
-20387.0,40,56,19,169,314,123,44
36586.0,19,56,46,130,477,137,22
46532.0,35,70,63,167,355,61,22
37228.0,16,59,32,102,420,6,4
37267.0,27,72,60,148,321,3,44
35924.0,19,88,58,131,457,178,27
-23251.0,40,83,14,119,357,86,17
1344.0,11,53,28,183,442,130,4
31239.0,1,81,36,166,276,91,40
30212.0,17,69,65,81,297,3,32
28980.0,48,62,67,120,467,105,3
-20711.0,20,95,21,107,403,61,35
36676.0,45,80,54,87,280,89,20
53487.0,35,67,51,94,353,25,36
32136.0,27,91,58,75,315,139,18
-24621.0,7,82,9,121,337,23,8
40968.0,13,84,62,144,422,115,26
39502.0,3,79,66,129,337,57,21
34842.0,14,76,66,186,307,86,32
51124.0,45,77,68,126,468,50,37
35812.0,19,61,31,135,306,18,27
46577.0,32,89,52,151,473,34,31
-19144.0,14,61,15,94,263,96,25
38744.0,37,70,49,173,234,38,44
-24581.0,16,87,13,140,433,158,19
34947.0,11,70,53,82,257,158,20
43373.0,38,73,68,198,455,151,3
40234.0,26,74,58,135,332,80,9
55512.0,44,69,39,183,299,12,10
44034.0,7,82,49,153,492,33,32
50177.0,45,90,62,79,478,12,31
-21192.0,20,50,14,116,470,171,44
-20982.0,37,62,26,149,334,36,12
-23573.0,28,56,19,81,354,180,34
26155.0,3,51,65,152,307,171,30
29705.0,10,71,30,119,486,37,28
39486.0,29,74,62,146,264,67,20
51513.0,43,94,48,132,268,97,22
39702.0,10,77,68,84,461,136,19
61610.0,24,85,40,189,296,109,37
36229.0,50,87,73,181,270,90,17
-19708.0,29,88,18,141,315,118,35
51823.0,33,73,52,161,204,171,19
-5537.0,11,58,8,145,416,84,14
-10723.0,20,75,23,134,474,17,17
32708.0,48,77,56,158,496,12,38
29594.0,6,95,67,193,228,93,30
38357.0,22,91,36,170,343,4,29
-22215.0,30,55,1,140,369,158,14
27822.0,42,71,70,192,302,99,46
42331.0,39,65,65,149,365,59,42
37625.0,5,54,57,81,430,47,9
38746.0,4,95,42,168,460,140,6
38913.0,35,68,46,156,204,17,45
-24720.0,38,78,14,103,355,142,39
35721.0,28,58,35,161,321,142,43
41453.0,35,69,35,187,253,96,7
-18485.0,24,70,13,169,433,65,50
-15811.0,7,60,27,190,215,54,4
-20100.0,9,55,7,96,362,173,32
38375.0,3,98,70,100,419,72,4
44529.0,32,76,46,157,364,186,11
48745.0,44,83,66,149,343,112,16
29605.0,23,99,68,127,398,127,6
-21045.0,23,59,15,113,377,67,14
37741.0,11,52,47,105,414,25,34
-18003.0,28,54,15,98,402,113,4
-24234.0,47,89,0,99,208,124,4
-14763.0,5,51,25,125,306,21,26
46808.0,23,60,36,192,247,93,41
49956.0,34,85,39,101,211,40,8
42951.0,31,65,32,158,201,39,40
49684.0,27,89,34,172,482,59,43
-24275.0,24,97,21,117,208,110,27
40628.0,37,53,71,144,262,51,38
32560.0,10,53,57,198,413,79,25
51564.0,22,80,39,112,451,179,4
-12675.0,30,50,8,133,357,65,2
-20647.0,24,76,14,130,237,8,6
50927.0,19,59,40,84,499,121,35
56059.0,19,68,45,196,359,150,10
27141.0,16,70,72,183,217,101,0
29175.0,43,100,74,128,334,40,26
34501.0,18,97,37,122,384,98,49
56189.0,11,62,49,141,213,29,30
38765.0,28,79,75,199,250,37,13
-10923.0,24,90,26,198,371,23,29
30648.0,38,79,38,168,421,169,9
-28730.0,47,73,19,195,327,45,2
34263.0,45,86,65,104,387,175,40
53987.0,14,95,46,95,231,154,39
-17901.0,25,96,14,82,272,166,14
-23283.0,35,87,2,125,344,129,24
48342.0,4,83,68,101,317,136,34
42913.0,2,93,33,132,287,192,14
38178.0,20,77,57,78,223,19,17
-20315.0,22,59,4,160,264,39,6
31165.0,17,81,55,145,365,72,47
-22335.0,35,80,7,197,233,74,5
43685.0,25,99,73,158,241,77,39
-22235.0,14,85,6,175,275,86,41
45985.0,19,80,35,126,486,6,17
40789.0,12,66,58,194,312,44,9
45341.0,32,70,37,96,351,60,37
-11785.0,30,97,20,92,208,113,31
-22946.0,28,81,23,133,248,60,33
-16255.0,16,91,4,119,389,171,48
-11572.0,18,54,24,97,322,39,11
-14098.0,30,55,26,189,413,192,31
-9743.0,14,100,17,141,432,173,4
40500.0,10,93,44,105,340,26,17
28203.0,10,85,56,93,310,82,37
39127.0,3,54,34,137,487,177,36
-18374.0,17,87,3,195,263,50,41
36536.0,40,100,60,185,239,14,50
57585.0,35,79,56,183,391,135,14
-9342.0,11,81,8,178,291,76,19
33455.0,33,88,37,133,257,93,45
-16107.0,14,78,4,122,369,70,3
-1475.0,3,70,21,150,440,72,9
29920.0,10,86,36,199,329,114,38
41188.0,49,54,57,185,485,154,46
-18722.0,44,81,23,173,305,157,28
53800.0,37,77,41,163,432,110,22
-15162.0,43,94,1,111,268,68,13
38215.0,42,88,59,127,368,108,46
-7665.0,5,79,19,81,413,115,42
-28538.0,42,65,10,87,386,155,22
26981.0,13,74,64,138,464,133,39
-8163.0,6,77,18,81,473,13,29
44437.0,4,91,46,194,224,130,33
-23689.0,24,69,14,109,258,49,32
-12698.0,0,66,18,103,305,117,46
41608.0,0,81,66,140,452,57,31
-16069.0,38,59,26,75,487,15,33
44579.0,16,74,34,147,466,170,36
-17681.0,46,62,5,135,384,107,5
41023.0,22,55,57,127,367,120,30
42195.0,4,77,63,92,236,170,6
43623.0,13,85,66,156,354,180,41
28030.0,34,60,68,79,334,22,2
-22589.0,30,58,13,194,292,21,13
33677.0,46,64,32,117,290,140,28
-11996.0,3,59,2,92,257,40,41
51756.0,50,50,41,193,322,50,10
49174.0,22,81,40,120,235,172,16
48757.0,39,87,65,126,262,110,27
38422.0,43,69,47,97,478,175,23
33277.0,12,60,75,87,254,121,43
-14769.0,0,65,12,130,446,144,8
-24038.0,23,80,13,145,396,134,18
24798.0,6,83,53,116,202,149,49
32929.0,46,93,31,186,458,12,28
-213.0,4,51,26,148,246,94,22
-19543.0,43,100,0,156,485,136,18
43706.0,2,83,47,176,290,49,34
32511.0,24,74,61,193,215,123,39
35130.0,13,83,67,77,380,192,23
47401.0,13,74,68,122,428,79,6
-10372.0,37,98,26,142,440,99,19
43577.0,6,72,60,199,353,80,48
45382.0,7,92,54,199,203,29,13
47842.0,10,75,42,111,435,36,34
-27689.0,50,67,9,102,289,108,4
-20956.0,38,97,26,113,205,150,10
43938.0,14,58,34,160,214,165,28
32599.0,36,88,64,116,259,142,39
32250.0,3,82,63,197,440,133,34
33991.0,35,51,69,169,356,48,38
-23495.0,23,71,16,142,266,55,16
-2274.0,8,96,18,191,485,191,11
54684.0,14,53,64,132,468,28,26
51244.0,12,75,46,190,416,56,27
40414.0,41,94,52,113,322,142,16
44911.0,19,84,40,105,392,60,20
42762.0,32,91,44,142,246,166,22
44996.0,37,77,45,195,383,151,39
21365.0,28,100,74,100,398,153,24
36127.0,34,52,75,152,236,58,28
42956.0,29,56,44,166,321,127,4
-1326.0,8,86,5,163,434,150,30
35675.0,22,85,60,139,400,96,22
30860.0,4,56,36,145,328,28,46
-16868.0,12,81,8,187,495,163,13
49265.0,28,51,54,185,389,159,33
40460.0,17,82,59,79,390,183,10
34159.0,15,77,44,143,213,113,21
46219.0,30,52,66,167,217,93,34
-11393.0,43,83,17,95,379,91,33
25086.0,25,51,59,179,277,130,1
31976.0,35,95,36,85,447,140,25
-15472.0,44,97,17,181,254,53,37
5737.0,15,100,26,127,458,26,10
40066.0,35,74,43,97,443,30,48
38385.0,31,93,59,162,378,152,2
-23442.0,18,72,10,147,389,60,13
-10569.0,19,65,6,87,381,97,13
-14895.0,4,85,5,154,225,63,23
-5330.0,26,75,26,112,405,179,22
38143.0,36,66,53,142,307,168,16
32950.0,42,73,67,111,340,151,34
-19924.0,49,98,8,119,494,58,42
-18265.0,24,52,26,180,291,15,7
35615.0,46,64,74,150,379,42,21
-12157.0,22,61,25,172,315,165,31
34912.0,42,56,67,125,474,127,9
-17253.0,49,97,15,199,473,51,36
50457.0,40,64,54,183,245,87,33
44288.0,17,90,60,177,316,85,10
-23736.0,1,59,18,113,301,137,30
44262.0,14,67,50,129,207,135,29
52425.0,3,75,41,175,208,13,25
-25897.0,31,53,0,147,490,127,37
40536.0,25,90,32,147,419,91,18
36968.0,35,53,49,79,374,97,24
51519.0,40,67,37,199,424,106,10
-25069.0,42,71,20,175,352,15,27
32975.0,31,73,36,118,288,50,1
43528.0,19,97,40,195,268,119,18
-9792.0,42,69,6,143,438,19,34
51167.0,5,95,47,167,489,139,32
49505.0,5,66,45,133,281,75,30
-5553.0,5,81,22,199,235,123,34
29747.0,28,97,53,131,237,53,46
40311.0,6,65,48,81,403,17,36
40540.0,48,52,72,166,439,17,13
30727.0,39,58,52,188,257,66,1
-20740.0,22,66,11,107,363,68,2
-18393.0,3,53,7,194,248,192,11
50562.0,22,74,51,150,300,38,7
48629.0,3,94,67,80,419,184,42
6015.0,1,57,23,168,383,82,14
-7989.0,12,96,10,80,277,173,37
44471.0,40,63,61,97,310,138,40
59613.0,3,54,37,83,216,4,44
42120.0,17,67,51,150,375,126,48
-26428.0,45,88,7,144,308,9,45
48067.0,28,85,44,140,491,77,19
-20601.0,44,97,25,181,376,24,45
18541.0,15,77,66,127,400,52,39
24406.0,45,60,69,161,260,57,25
43920.0,48,66,33,121,398,134,10
29627.0,17,91,61,125,378,111,35
-18126.0,13,73,26,130,413,72,24
24037.0,42,98,31,86,450,7,30
40321.0,40,88,36,165,423,111,10
37621.0,38,68,33,95,405,46,45
-12711.0,6,51,22,122,384,150,50
52518.0,36,53,42,95,442,169,31
47475.0,17,54,49,78,247,91,14
35268.0,29,68,51,90,417,132,3
-20547.0,24,89,18,187,296,30,33
-15127.0,15,55,10,159,236,170,15
55664.0,14,91,56,177,449,168,47
47341.0,28,73,75,162,249,53,20
37028.0,42,71,70,87,282,12,6
-21158.0,25,79,12,184,228,132,7
38897.0,17,65,35,155,378,40,34
37270.0,50,95,75,150,496,130,30
46859.0,50,64,58,111,218,197,19
41483.0,26,97,71,141,275,65,34
55220.0,15,66,63,155,276,157,16
9063.0,3,92,18,89,465,86,43
37045.0,18,79,42,135,395,102,8
-3294.0,10,97,0,173,412,82,1
-28103.0,27,51,7,154,313,144,30
-5341.0,17,64,10,112,370,146,29
29929.0,13,50,30,186,218,75,0
-23779.0,50,53,4,80,245,148,11
-15175.0,43,93,17,136,320,198,50
-18411.0,16,57,24,85,324,58,38
-17777.0,14,61,1,152,355,155,2
-17920.0,14,77,12,194,363,9,19
51199.0,7,90,49,158,332,82,18
43810.0,42,53,54,159,291,25,27
-670.0,4,66,26,99,281,95,8
-18959.0,44,96,4,109,461,159,26
41034.0,33,61,75,184,473,63,28
29924.0,18,70,64,88,365,41,4
-5788.0,21,63,28,112,468,45,40
24118.0,31,81,56,136,265,25,10
39299.0,25,75,36,123,409,25,20
42800.0,39,56,38,133,317,80,36
-17425.0,31,82,0,187,257,14,28
-24490.0,7,90,8,120,281,74,19
50298.0,15,65,61,152,419,22,42
43119.0,26,88,36,178,412,5,10
41433.0,41,77,42,78,318,180,49
47342.0,39,89,34,119,464,131,11
-10870.0,29,57,7,114,418,24,5
28078.0,15,74,74,150,370,47,32
20486.0,8,76,73,78,351,164,26
-22612.0,48,93,24,192,387,67,48
-22956.0,49,65,5,141,460,58,15
49257.0,25,84,41,97,212,127,30
21362.0,19,98,32,114,363,93,16
57973.0,35,51,59,155,320,115,49
-17133.0,26,72,3,77,443,76,10
42362.0,34,81,37,184,239,126,24
-22111.0,23,54,25,90,327,128,19
-12791.0,49,60,27,179,391,150,25
37282.0,31,53,33,151,456,108,36
-17667.0,34,82,27,98,281,142,42
-15462.0,40,83,5,178,410,85,45
-14850.0,26,50,27,160,400,86,26
-20268.0,22,63,9,137,500,153,18
1762.0,14,86,27,96,403,17,24
32629.0,27,83,33,97,423,133,23
-15895.0,6,67,14,143,237,91,30
38687.0,37,52,50,91,463,60,32
-22420.0,50,100,15,92,227,160,34
-17717.0,15,57,1,98,261,178,11
68762.0,31,66,46,153,447,13,34
21527.0,28,59,30,105,288,108,26
44678.0,46,98,34,147,469,166,28
35272.0,27,87,72,100,296,71,35
-8704.0,1,64,15,108,382,117,26
-18707.0,28,93,13,81,395,4,20
-22017.0,45,60,18,128,323,37,31
50291.0,32,87,49,162,313,32,18
41201.0,23,98,60,178,459,116,7
32659.0,35,83,61,181,472,83,10
-17235.0,11,100,22,161,396,117,17
-19440.0,42,80,19,87,355,47,35
38703.0,15,80,31,130,430,60,15
48254.0,45,72,36,153,277,50,14
-19347.0,3,93,9,139,258,162,7
-21696.0,26,72,20,78,364,152,7
41191.0,44,98,34,106,403,114,24
-5204.0,3,94,6,194,271,57,39
42812.0,23,83,45,116,364,183,44
-11779.0,4,95,2,191,218,24,2
47157.0,22,86,71,113,268,160,28
35844.0,21,58,56,137,435,170,39
62362.0,9,74,48,96,373,26,12
-19206.0,41,80,2,138,411,113,19
-21118.0,40,64,8,146,361,168,34
-22973.0,49,83,10,159,462,182,24
42012.0,16,77,35,143,359,57,44
-15231.0,48,57,27,112,211,112,35
-15781.0,29,67,22,101,483,200,1
-23305.0,49,94,1,104,313,84,30
-19544.0,26,62,13,117,346,79,37
-23551.0,39,59,23,184,208,119,14
-25128.0,49,81,8,94,291,5,11
53045.0,24,90,55,100,263,41,7
-15472.0,26,95,10,199,257,94,36
-19346.0,40,54,23,78,336,35,27
36755.0,11,53,52,94,237,135,49
-20468.0,35,93,11,150,248,66,24
41096.0,3,87,66,195,404,150,32
-20653.0,27,59,20,148,392,198,9
-17596.0,11,63,0,168,221,40,37
47463.0,47,70,59,109,307,36,26
29282.0,30,62,40,101,397,60,26
23762.0,40,100,34,193,477,172,14
15840.0,46,84,66,88,408,115,5
-12212.0,26,92,1,100,430,117,40
33943.0,39,56,57,113,361,76,16
-21825.0,48,91,21,100,429,67,21
-8096.0,7,78,18,87,366,72,10
-16336.0,27,69,20,173,230,180,44
21998.0,36,59,57,118,429,15,45
-10377.0,7,50,23,192,351,124,48
44034.0,21,62,51,98,423,108,47
-20918.0,11,55,6,106,490,86,2
41690.0,33,85,34,109,361,49,27
36110.0,1,59,71,76,324,132,28
-6919.0,3,72,16,127,485,18,6
48056.0,45,88,55,83,348,82,11
19839.0,0,53,74,153,236,151,5
-15408.0,49,80,23,95,219,130,49
49377.0,44,87,38,76,281,170,49
-12487.0,0,65,29,155,473,63,13
38904.0,15,87,58,153,262,100,8
36694.0,14,55,62,105,204,61,38
46481.0,27,99,42,137,494,140,26
-22503.0,45,52,24,93,208,43,50
40253.0,29,90,62,91,435,174,22
39274.0,35,99,54,160,437,12,24
28285.0,40,50,75,197,385,118,15
-17460.0,25,64,0,89,297,153,47
-8735.0,4,93,24,188,286,134,11
53229.0,20,90,42,112,477,195,42
-1801.0,1,96,15,196,494,103,10
38320.0,46,79,66,113,321,84,41
-12281.0,10,71,16,193,220,174,39
40658.0,12,57,71,178,345,15,9
59107.0,32,50,47,199,319,97,12
-18833.0,27,76,18,181,383,199,39
-20124.0,41,95,10,118,279,60,6
-19597.0,49,74,20,81,216,133,20
14617.0,17,57,31,89,448,92,6
35119.0,45,88,33,152,422,180,39
45950.0,3,62,38,149,338,50,19
-15132.0,38,61,24,115,277,137,2
-13879.0,42,54,8,115,222,157,10
-15369.0,40,92,8,183,348,62,8
35202.0,28,62,33,163,377,6,21
56950.0,37,89,42,144,483,47,35
43871.0,50,69,74,195,393,56,39
-11853.0,27,54,23,93,410,183,44
42808.0,43,74,69,93,251,157,50
-19441.0,20,64,0,180,449,144,0
40691.0,8,80,42,77,274,166,12
32811.0,42,82,72,195,382,136,19
43459.0,30,63,56,100,469,67,30
39101.0,9,67,59,145,494,182,31
-23503.0,10,95,3,99,492,151,11
19873.0,27,59,31,200,220,82,5
36735.0,42,95,54,87,290,8,30
41687.0,42,64,34,119,398,45,26
-15258.0,35,81,16,153,427,144,31
47637.0,17,77,37,91,466,160,9
-23199.0,17,51,27,192,227,113,46
2858.0,6,80,24,120,393,97,7
51435.0,1,67,62,90,243,100,22
-22891.0,50,81,5,90,389,76,2
39761.0,39,50,45,153,388,63,30
-10636.0,13,64,26,75,283,28,4
47844.0,19,67,55,75,248,45,40
31788.0,46,51,54,160,421,67,33
51771.0,28,80,56,108,323,151,46
44126.0,20,75,52,174,372,99,47
-9555.0,1,57,6,187,440,108,17
48185.0,47,76,50,185,330,82,30
48147.0,31,53,48,162,447,49,37
-23413.0,29,70,22,144,217,151,30
47560.0,12,54,39,100,444,96,40
51755.0,42,80,39,187,374,139,50
58358.0,39,60,50,139,232,26,2
-16205.0,33,92,10,196,386,167,8
59093.0,26,58,44,197,286,128,0
-26882.0,10,54,3,139,209,172,36
35549.0,12,55,32,164,415,153,24
40455.0,5,57,56,160,212,156,35
23960.0,27,67,50,75,314,152,43
30012.0,15,73,67,144,358,29,23
38653.0,33,91,36,94,402,160,4
49270.0,23,67,44,182,201,145,19
43796.0,1,60,64,77,488,184,16
36678.0,28,99,31,200,398,29,33
-1775.0,9,71,22,130,418,106,48
-21307.0,36,67,0,108,456,80,6
49790.0,15,99,34,199,366,72,34
70125.0,26,56,36,171,407,130,44
52404.0,49,91,54,164,484,86,20
34548.0,49,53,51,180,411,124,24
30963.0,5,56,47,118,348,128,17
29015.0,34,88,58,133,251,61,25
-3957.0,2,63,12,130,238,130,19
64008.0,5,72,46,195,221,20,7
44321.0,27,62,48,158,469,81,22
5674.0,7,68,29,95,250,62,1
55569.0,48,98,42,144,470,59,18
43596.0,4,100,31,183,373,8,50
63941.0,28,85,49,139,305,19,3
14868.0,46,51,30,170,371,36,48
